mfo_rnd,mfo_smt,o_rnd,o_smt
0.73791,0.76965,0.73778,0.77978
0.73812,0.76885,0.73792,0.78105
0.73884,0.76951,0.73537,0.78253
0.73719,0.76835,0.73491,0.78206
0.7376,0.7657,0.73568,0.78066
0.73627,0.76926,0.73713,0.77865
0.73745,0.76996,0.73703,0.7826
0.73778,0.76904,0.73598,0.77936
0.73807,0.76888,0.73364,0.78278
0.73838,0.76898,0.73604,0.78114
0.73624,0.76892,0.73666,0.78082
0.73911,0.76814,0.73701,0.78057
0.73912,0.77034,0.73701,0.78267
0.74,0.76875,0.73646,0.77901
0.73743,0.76867,0.73509,0.78129
0.73797,0.76688,0.73814,0.78278
0.73701,0.76955,0.73543,0.78135
0.73637,0.7676,0.73664,0.78227
0.73977,0.76761,0.73871,0.78166
0.73977,0.76851,0.73501,0.78102
0.73844,0.76897,0.73794,0.78357
0.73732,0.76683,0.73733,0.78121
0.74076,0.76882,0.73791,0.78292
0.73896,0.76885,0.73487,0.781
0.73708,0.76695,0.73709,0.78129
0.73857,0.7688,0.7377,0.78218
0.73893,0.76799,0.73673,0.78272
0.7365,0.76721,0.73592,0.78319
0.73678,0.76743,0.73315,0.78099
0.73992,0.76894,0.73826,0.78223
0.73786,0.77005,0.73766,0.78172
0.74129,0.76929,0.73672,0.78326
0.73708,0.7677,0.73456,0.78192
0.73862,0.76846,0.73573,0.78273
0.74024,0.7703,0.73682,0.7823
0.73737,0.76939,0.73542,0.78108
0.73998,0.77071,0.73724,0.78212
0.73656,0.76887,0.73557,0.7805
0.73887,0.76867,0.73459,0.78189
0.73602,0.76627,0.7338,0.7826
0.73873,0.76902,0.73877,0.78135
0.7362,0.77027,0.7356,0.7804
0.73428,0.76735,0.73514,0.78288
0.73937,0.76906,0.73687,0.78234
0.73831,0.76915,0.73733,0.78265
0.74032,0.76887,0.73752,0.78196
0.73783,0.76575,0.73719,0.78083
0.73811,0.76817,0.73565,0.78176
0.73862,0.76906,0.73851,0.784
0.73744,0.76934,0.7355,0.78377
0.73711,0.76794,0.73517,0.78211
0.74037,0.76616,0.73883,0.78194
0.73877,0.76918,0.73447,0.78336
0.73918,0.76847,0.73434,0.78166
0.73805,0.7678,0.73648,0.78236
0.73858,0.767,0.73554,0.78424
0.73715,0.76968,0.73743,0.78099
0.74044,0.76871,0.73433,0.7798
0.73952,0.76664,0.7367,0.77938
0.73734,0.76647,0.73415,0.78237
0.73802,0.7694,0.73541,0.78058
0.73788,0.76759,0.73705,0.78004
0.73768,0.76893,0.73669,0.78074
0.73947,0.76771,0.73768,0.7819
0.73619,0.76808,0.73712,0.78109
0.73859,0.76789,0.7374,0.78224
0.7388,0.76848,0.73696,0.7806
0.73855,0.76662,0.74007,0.7794
0.73736,0.76709,0.73812,0.78238
0.73965,0.76505,0.73917,0.78372
0.73991,0.76878,0.73637,0.78227
0.73848,0.76829,0.7346,0.77986
0.73784,0.76809,0.73806,0.78143
0.73972,0.76997,0.73819,0.78278
0.73857,0.76816,0.73807,0.78251
0.73537,0.76969,0.73684,0.78287
0.73811,0.76863,0.73354,0.78477
0.73838,0.76937,0.73762,0.77907
0.73765,0.7664,0.73945,0.78082
0.74097,0.76856,0.73876,0.77983
0.73624,0.76879,0.73743,0.78122
0.73712,0.76928,0.73507,0.78398
0.73816,0.77111,0.73497,0.78504
0.73935,0.76562,0.73663,0.78094
0.73967,0.76917,0.73954,0.78182
0.73875,0.76925,0.73681,0.78089
0.7393,0.76879,0.73546,0.78246
0.73773,0.76981,0.73622,0.78124
0.73829,0.76669,0.73611,0.78349
0.73927,0.7672,0.73678,0.78535
0.73752,0.76448,0.73551,0.78135
0.73918,0.76966,0.73615,0.78005
0.74049,0.76816,0.73559,0.78093
0.73877,0.768,0.73575,0.78275
0.73732,0.7687,0.7338,0.78139
0.73746,0.76907,0.73393,0.78277
0.73468,0.77056,0.73559,0.78025
0.73892,0.76527,0.73824,0.78465
0.73747,0.76934,0.73654,0.78161
0.7383,0.76781,0.73486,0.7825
0.73717,0.76875,0.73618,0.7826
0.74055,0.76833,0.74048,0.77955
0.73936,0.7703,0.73647,0.78144
0.73845,0.76932,0.73577,0.78097
0.7393,0.76849,0.73578,0.78276
0.73751,0.76807,0.73595,0.78191
0.73924,0.76699,0.73475,0.78113
0.73933,0.76884,0.73684,0.7812
0.73609,0.76847,0.73894,0.77976
0.73764,0.76771,0.73464,0.7826
0.73929,0.76858,0.73622,0.78258
0.73766,0.76803,0.73627,0.7821
0.74142,0.76719,0.73553,0.7804
0.73575,0.76994,0.73823,0.78356
0.73824,0.76788,0.73899,0.78123
0.73712,0.76863,0.73543,0.78199
0.7371,0.76877,0.73645,0.78237
0.7386,0.76897,0.73916,0.7812
0.73712,0.7697,0.73649,0.78101
0.7389,0.76745,0.73582,0.78214
0.73808,0.76514,0.73529,0.78025
0.73877,0.76572,0.73932,0.78073
0.74003,0.76717,0.73687,0.78119
0.73728,0.76832,0.73662,0.78267
0.73645,0.76918,0.73797,0.7822
0.74004,0.76795,0.73592,0.78234
0.7374,0.76979,0.7357,0.78134
0.73727,0.76817,0.73566,0.78032
0.73812,0.77143,0.73828,0.7804
0.73693,0.77029,0.73527,0.78314
0.73603,0.77054,0.73814,0.78439
0.73815,0.76981,0.73589,0.78291
0.73766,0.77037,0.73824,0.78198
0.73814,0.76741,0.73617,0.78481
0.74052,0.76792,0.73544,0.7834
0.73808,0.76604,0.73467,0.78073
0.74029,0.76533,0.73506,0.78019
0.738,0.76783,0.73468,0.78353
0.7373,0.76913,0.73631,0.77919
0.73616,0.76729,0.73716,0.78056
0.7354,0.76687,0.73476,0.78245
0.73698,0.76946,0.73656,0.78082
0.73797,0.7673,0.7365,0.78221
0.7365,0.76819,0.73472,0.78276
0.73705,0.76837,0.73648,0.78157
0.73797,0.77012,0.73437,0.77874
0.74114,0.77011,0.739,0.78172
0.73862,0.77064,0.73823,0.77904
0.74014,0.76801,0.73659,0.78173
0.73789,0.76857,0.73688,0.78215
0.73677,0.76957,0.73656,0.78204
0.73815,0.77015,0.73443,0.78056
0.73678,0.76725,0.73819,0.78104
0.7382,0.76884,0.73473,0.7852
0.7375,0.7658,0.73281,0.77883
0.73689,0.76753,0.73479,0.78072
0.73885,0.7673,0.73835,0.7828
0.73658,0.76771,0.73621,0.78109
0.73788,0.76955,0.73508,0.7819
0.74033,0.76828,0.73542,0.78243
0.73758,0.76702,0.73658,0.78115
0.73775,0.76995,0.7362,0.77908
0.73726,0.76619,0.73548,0.78145
0.73828,0.76887,0.73477,0.78138
0.73917,0.76722,0.73698,0.78175
0.74,0.76731,0.7358,0.78045
0.73962,0.7695,0.74085,0.78054
0.73725,0.76984,0.73412,0.78111
0.73707,0.76655,0.73705,0.77956
0.73881,0.76946,0.73612,0.78121
0.73813,0.76869,0.73602,0.78198
0.73641,0.76792,0.73845,0.78123
0.73681,0.77085,0.73523,0.78089
0.73671,0.76747,0.73533,0.7821
0.74003,0.7672,0.73763,0.78243
0.7378,0.76833,0.73577,0.78421
0.73987,0.77238,0.73753,0.78153
0.73439,0.76934,0.73754,0.7821
0.73656,0.76886,0.73643,0.78135
0.73898,0.76754,0.73716,0.782
0.73676,0.7685,0.73403,0.77989
0.73921,0.76828,0.73725,0.78258
0.73888,0.76813,0.738,0.78154
0.73868,0.76774,0.73526,0.7815
0.73965,0.76536,0.73746,0.78006
0.74049,0.76974,0.73719,0.77963
0.73729,0.77019,0.73674,0.78014
0.73779,0.768,0.7382,0.78392
0.73582,0.76918,0.73724,0.78158
0.73679,0.77102,0.73594,0.78335
0.73871,0.76653,0.73598,0.78292
0.73561,0.76801,0.73635,0.78354
0.73951,0.7699,0.73441,0.78086
0.737,0.77165,0.73586,0.77878
0.74156,0.77169,0.73609,0.78
0.73734,0.76862,0.73565,0.78317
0.73597,0.7691,0.73493,0.78384
0.73838,0.76981,0.7356,0.78324
0.73602,0.76856,0.7352,0.7831
0.73629,0.7697,0.73755,0.78032
0.73668,0.7682,0.73618,0.78133
0.73823,0.76932,0.73816,0.78016
0.74011,0.76834,0.73628,0.78092
0.73742,0.77016,0.73718,0.78132
0.73526,0.76918,0.73611,0.78377
0.73803,0.7669,0.7358,0.78307
0.73747,0.76959,0.73266,0.78216
0.7386,0.76918,0.73435,0.78141
0.73764,0.7713,0.73534,0.78257
0.73692,0.77242,0.73603,0.78339
0.73622,0.76784,0.73661,0.78086
0.73754,0.76938,0.73553,0.7832
0.73699,0.76705,0.73403,0.77989
0.74074,0.76872,0.73702,0.78128
0.73778,0.77004,0.73622,0.77989
0.73981,0.76993,0.73816,0.78176
0.74008,0.76835,0.73604,0.78363
0.7388,0.76805,0.73661,0.78135
0.7367,0.76808,0.73532,0.78195
0.73888,0.76688,0.73599,0.77991
0.73833,0.77071,0.73821,0.78129
0.7391,0.76875,0.73263,0.78069
0.73861,0.76861,0.73857,0.7824
0.73969,0.76748,0.73661,0.78188
0.73666,0.76881,0.73651,0.78024
0.73623,0.76848,0.73746,0.78088
0.73755,0.76853,0.73596,0.78131
0.73965,0.76742,0.73649,0.78249
0.7387,0.76938,0.73538,0.7817
0.73884,0.76834,0.73586,0.78215
0.73685,0.76777,0.73697,0.78209
0.73842,0.769,0.73812,0.78035
0.73723,0.7681,0.73479,0.78573
0.73842,0.76864,0.7377,0.78192
0.7369,0.76983,0.73259,0.78531
0.74179,0.76807,0.73713,0.78107
0.73556,0.76797,0.73558,0.78228
0.73966,0.76927,0.73522,0.78389
0.73963,0.76744,0.73514,0.77987
0.73941,0.76881,0.7366,0.78354
0.73765,0.77135,0.73713,0.78114
0.7394,0.76671,0.73393,0.78011
0.73832,0.76701,0.73813,0.78215
0.74031,0.76884,0.73559,0.7829
0.7376,0.76936,0.7394,0.78173
0.73667,0.76862,0.7375,0.78187
0.73646,0.76592,0.73441,0.78164
0.74039,0.76839,0.73691,0.78422
0.73733,0.76966,0.73435,0.78367
0.73823,0.76934,0.73498,0.78326
0.73717,0.76744,0.73703,0.78305
0.73882,0.76905,0.73491,0.77998
0.74065,0.76929,0.73697,0.77989
0.73803,0.76606,0.73665,0.77992
0.74058,0.76894,0.73413,0.78318
0.73836,0.76935,0.73631,0.7813
0.73939,0.76753,0.73705,0.78163
0.74042,0.76766,0.73591,0.78284
0.73876,0.76807,0.73585,0.78169
0.73535,0.76725,0.73522,0.78201
0.73835,0.77027,0.7371,0.78122
0.73996,0.77017,0.73447,0.78107
0.74002,0.76661,0.73517,0.78119
0.73672,0.76848,0.73501,0.78132
0.73844,0.76837,0.73476,0.7811
0.73665,0.76878,0.73637,0.78104
0.7397,0.76951,0.73659,0.78158
0.73604,0.76895,0.73431,0.78007
0.73981,0.76786,0.73505,0.78354
0.74004,0.77042,0.73576,0.78034
0.7385,0.7693,0.73524,0.78058
0.74085,0.76798,0.73691,0.78185
0.7406,0.77103,0.73497,0.78163
0.74,0.7685,0.73638,0.78327
0.739,0.76651,0.7356,0.78167
0.73847,0.76923,0.73813,0.78244
0.73906,0.77,0.73515,0.78297
0.73612,0.7682,0.73488,0.78226
0.73651,0.76793,0.73926,0.78229
0.73783,0.76845,0.7366,0.7819
0.73712,0.76814,0.73708,0.78039
0.73799,0.76764,0.73734,0.78233
0.7399,0.76778,0.73729,0.78191
0.73983,0.76864,0.73612,0.78208
0.73995,0.77034,0.73544,0.78155
0.73792,0.77031,0.73627,0.78373
0.73642,0.76757,0.73802,0.78072
0.73839,0.7702,0.73475,0.78076
0.73879,0.76893,0.73609,0.77886
0.73742,0.76892,0.7371,0.78381
0.73813,0.76943,0.73693,0.77953
0.73603,0.76925,0.73578,0.78111
0.73969,0.76989,0.73745,0.7818
0.73833,0.76909,0.73748,0.78111
0.73459,0.76799,0.73673,0.78179
0.73638,0.76714,0.73545,0.78254
0.73983,0.76895,0.73618,0.78127
0.73741,0.76894,0.73503,0.78408
0.73759,0.76575,0.73534,0.78253
0.73832,0.77009,0.73884,0.78132
0.73708,0.76747,0.73718,0.78318
0.73778,0.76961,0.73725,0.78066
